    30    0.0936101
    60    0.0711742
    90    0.0583843
   120    0.0496851
   150    0.0432363
   180    0.0382039
   210    0.0341400
   240    0.0307769
   270    0.0279417
   300    0.0255167
   330    0.0234182
   360    0.0215846
   390    0.0199692
   420    0.0185362
   450    0.0172572
   480    0.0161094
   510    0.0150746
   540    0.0141377
   570    0.0132861
   600    0.0125093
   630    0.0117985
   660    0.0111463
   690    0.0105461
   720    0.0099925
   750    0.0094806
   780    0.0090062
   810    0.0085658
   840    0.0081561
   870    0.0077743
   900    0.0074179
   930    0.0070847
   960    0.0067726
   990    0.0064800
  1020    0.0062052
  1050    0.0059469
  1080    0.0057037
  1110    0.0054744
  1140    0.0052582
  1170    0.0050539
  1200    0.0048607
  1230    0.0046779
  1260    0.0045046
  1290    0.0043404
  1320    0.0041845
  1350    0.0040364
  1380    0.0038956
  1410    0.0037617
  1440    0.0036342
  1470    0.0035127
  1500    0.0033968
  1530    0.0032862
  1560    0.0031807
  1590    0.0030798
  1620    0.0029834
  1650    0.0028912
  1680    0.0028029
  1710    0.0027183
  1740    0.0026373
  1770    0.0025596
  1800    0.0024851
  1830    0.0024135
  1860    0.0023449
  1890    0.0022789
  1920    0.0022155
  1950    0.0021545
  1980    0.0020958
  2010    0.0020393
  2040    0.0019850
  2070    0.0019326
  2100    0.0018821
  2130    0.0018335
  2160    0.0017865
  2190    0.0017413
  2220    0.0016976
  2250    0.0016554
  2280    0.0016146
  2310    0.0015753
  2340    0.0015372
  2370    0.0015004
  2400    0.0014649
  2430    0.0014304
  2460    0.0013971
  2490    0.0013649
  2520    0.0013337
  2550    0.0013034
  2580    0.0012741
  2610    0.0012457
  2640    0.0012182
  2670    0.0011915
  2700    0.0011656
  2730    0.0011405
  2760    0.0011161
  2790    0.0010924
  2820    0.0010694
  2850    0.0010471
  2880    0.0010254
  2910    0.0010044
  2940    0.0009839
  2970    0.0009640
  3000    0.0135794
  3500    0.0100467
  4000    0.0076640
  4500    0.0059932
  5000    0.0047838
  5500    0.0038851
  6000    0.0032022
  6500    0.0026733
  7000    0.0022568
  7500    0.0019241
  8000    0.0016549
  8500    0.0014345
  9000    0.0012523
  9500    0.0011003
 10000    0.0009723
 10500    0.0008638
 11000    0.0007711
 11500    0.0006915
 12000    0.0006226
 12500    0.0005628
 13000    0.0005105
 13500    0.0004647
 14000    0.0004242
 14500    0.0003884
 15000    0.0003566
 15500    0.0003283
 16000    0.0003029
 16500    0.0002801
 17000    0.0002596
 17500    0.0002411
 18000    0.0002243
 18500    0.0002091
 19000    0.0001952
 19500    0.0001826
 20000    0.0001711
 20500    0.0001605
 21000    0.0001508
 21500    0.0001419
 22000    0.0001336
 22500    0.0001261
 23000    0.0001190
 23500    0.0001126
 24000    0.0001065
 24500    0.0001009
 25000    0.0000957
 25500    0.0000909
 26000    0.0000864
 26500    0.0000822
 27000    0.0000782
 27500    0.0000746
 28000    0.0000711
 28500    0.0000679
 29000    0.0000648
 29500    0.0000620
 30000    0.0000593
 30500    0.0000567
 31000    0.0000543
 31500    0.0000521
 32000    0.0000500
 32500    0.0000479
 33000    0.0000460
 33500    0.0000442
 34000    0.0000425
 34500    0.0000409
 35000    0.0000394
 35500    0.0000379
 36000    0.0000365
 36500    0.0000352
 37000    0.0000340
 37500    0.0000328
 38000    0.0000316
 38500    0.0000305
 39000    0.0000295
 39500    0.0000285
 40000    0.0000276
 40500    0.0000267
 41000    0.0000258
 41500    0.0000250
 42000    0.0000242
 42500    0.0000234
 43000    0.0000227
 43500    0.0000220
 44000    0.0000214
 44500    0.0000207
 45000    0.0000201
 45500    0.0000195
 46000    0.0000190
 46500    0.0000184
 47000    0.0000179
 47500    0.0000174
 48000    0.0000169
 48500    0.0000164
 49000    0.0000160
 49500    0.0000156
 50000    0.0000151
 50500    0.0000147
 51000    0.0000144
 51500    0.0000140
 52000    0.0000136
 52500    0.0000133
 53000    0.0000129
 53500    0.0000126
 54000    0.0000123
 54500    0.0000120
 55000    0.0000117
 55500    0.0000114
 56000    0.0000111
 56500    0.0000109
 57000    0.0000106
 57500    0.0000104
 58000    0.0000101
 58500    0.0000099
 59000    0.0000097
 59500    0.0000095
 60000    0.0000093
 60500    0.0000090
 61000    0.0000088
 61500    0.0000087
 62000    0.0000085
 62500    0.0000083
 63000    0.0000081
 63500    0.0000079
 64000    0.0000078
 64500    0.0000076
 65000    0.0000074
 65500    0.0000073
 66000    0.0000071
 66500    0.0000070
 67000    0.0000069
 67500    0.0000067
 68000    0.0000066
 68500    0.0000065
 69000    0.0000063
 69500    0.0000062
